	text	category
3463	 Teaser kandappo itrakkum pratheekshichilla traler supsupsupsupsupsuper cinema pwplikkum	Positive
3464	 Ippom itharalum kannan vanno vannavar like button adichooo	unknown_state
3465	 kalaparinju sheenicha karshakanu ini visramikkam	unknown_state
3466	 pulimurugan style aakan vazhi und.. palayidathum athe colour tone kanam.... enkilum vaishakilum ikkayilum oru pretheeksha	Mixed_feelings
3467	 Ithu oru thivasam konde 1m adikum	unknown_state
3468	 adhyam 9 polinju 8 nilayil ini next ithum poliyum 9 nilayil	Negative
3469	 Ithu oru padamayirikum action orupadu vyethasetha ulla oru film ayirikum.....	Positive
3470	 Last climaxil oru dialogue und ... baseere...nee ente chonna shaddi kanda.....	unknown_state
3471	 E chitram vijaykkum ennu urappullavar Maathram like cheyyu	unknown_state
3472	 ethentha lalettan thanneyano dout akunnu	Mixed_feelings
3473	 Njan oru lalettan fan anu.. pakshe ithu polichu... ikka super	Positive
3474	 Vishnu avatharam Narasimham vannu .. Ini veranullathu avanaaa Kalkiii	unknown_state
3475	 Mammooty  Avasaanathe aa run hentammo.. GOOSEBUMPS...	Positive
3476	 story writer sajeve pilla yude name  ethilonnum evideyum kaanunillallo..	unknown_state
3477	 Katta ikka fan aahnu anaalum A10nte padavum A10neyum ishttam Katta waiting for ittimaani first day first show	Positive
3478	 Oru mohanlal fan aaya njan   katta wait cheithu irikuna mamooty de filim...	Positive
3479	 minister raja (raja part 3 ) enn moviek katta waiting aakunnavar like adiku	unknown_state
3480	 Dislike adicha thanthayilla thayolikal aaranaavo ..murugane theerkkum ennu paranju nadannavar aavum	Negative
3481	 Trailer  kiduve........ ikka fans adi makkale like	unknown_state
3482	 Nalu bengaligal nalu sidum manuvari ital therunathe ollu ninta japan	unknown_state
3483	 Last ikkede varavum ഡയലോഗും  mass	Positive
3484	 വിജയാശംസ കൾ  nerunnu.. 333 film magic. Film channel	Positive
3485	 Kilichundan mambazhathile... Laletan dilog parayana pole	Mixed_feelings
3486	 Nalla oru film anuuu ellavarum poyi kanu....	Positive
3487	 Mohanlalinte ee film engilum hit aayal matiyaarinnu...maduthu odiyente kuttam keettu keetee... Kaata lalaetta fan adi like	Positive
3488	 Lalettan fans like.  Super movie ikka muttwanu	Positive
3489	 Malayala cinemayude idhihasam mammookka happy birthday Mammookka	Positive
3490	 Ikkkaaa katta mass trailer pwolichu .....eniyaaanu masss katta waitin	Positive
3491	 Face of shahid kapoor . Arjun reddy malayalam kaanunnu	unknown_state
3492	 Dislike adikaan vanna para naarikal pinne enthina ith verthee kaanunnath	Negative
3493	 Prithviyude voice modulation.....oru rakshayum ilya ponne....  Kidkaachi trailer Stylish paranja itha aanu makkalle	Positive
3494	 Ith  ndh manushiyana ith mass anno kollamass anno atho vere ndhelum anno romanjam pongunnu ambho	Positive
3495	 33k kurugal kanunnylllle dislike🤣🤣🤣🤣🤣 duranthngal pyaavam lavanmarude pramughanu youtube views illathente sangadam aavum	Negative
3496	 Katta waiting  adi macha like	unknown_state
3497	 Cast\r Mammootty \r Unni Mukundan \r Prachi Tehlan \r Siddique \r Achuthan\r Anusitara\r Iniya\r Kaniha\r Tarun Arora\r Suresh krishna \r Manikuttan\r Sudev nair\r Manikandan	unknown_state
3498	 avasaanathe superman punch ath kalakkki ente ponnu ikka love uuuu...........	Positive
3499	 Vineeth sreenivasan ennnu kanda pinne onnum nokkanda padam vere level ayirikkum	Positive
3500	 Pratheekshakalkum appuram kaatti thannu pratheeksha orupaad uyarthu prithivaraj enna nammude malayalikalude swakarya ahangari...!!	Positive
3501	 Ikka trailer inganeyanegil padam engana polikkum ikka	unknown_state
3502	 Enna koora padama . Mamooty ullond kandirikam . Nalle boradiikkuna padam sthiram kadha	Negative
3503	 Avan varum samharathinte avatharamaye avan varum	unknown_state
3504	 Mammooka fans  ivide come  & like adii	unknown_state
3505	 ithpole oru kidu trailerinu dislike adikkana myrroli mammoonni fansin naduviral namaskaaram(ella mamooty fansinem udheshichalla....chila choriyanmaare udheshich paranjatha)	Negative
3506	 trailer kandappol kanan kuduthal excitment undayi enullavr like adi	unknown_state
3507	 Marana mass waiting for mamankham	Positive
3508	 Ettan da 6million views L.... M..wood mohanlal	Positive
3509	 Laletta negal namde muthanu ine vere arkum vitukodikila malayalikalude sothanu lalettan.	Positive
3510	 Naanundu I am a katta laalettan fan	unknown_state
3511	 Ithu oru tamil/Telugu style padamaayi poyaallo dialogue and bgm oru gummillaa	Negative
3512	 Comments vayichppo oru karyam manasilayi.... Ethu njagade LALETTAN ANN	Positive
3513	 Dileepine polullavare thangi nadakkunnavarude padam kanathirikkuka.. Preshakarkku pullinte vila polum evar nalkunnilla..	Negative
3514	 Trending ayy..ini viwesum likesum Anu vendath	Positive
3515	 Malaya cinema abhimanikkunnu ingane oru nadane kittyathil.....Wish u a very swt & hpy bthday mammooka 🥡🥡	Positive
3516	 Mammoookkaaaa polichadukkiii katta waiting nv 21	Positive
3517	 Onnum parayanilla enna parayana lalettane enik vayya	Positive
3518	 Ivde like adichavar avde poy dislike ADI.. avde like adichavar ivde vannum dislike adikku.. sangathy onnu kozhukkatte..	unknown_state
3519	 VERSION 2.0 ALLAYIRUNO???IPPO ANGANE 5.25 AYIII.??	unknown_state
3520	 Heavy trailer uff 0:14 bgm and ikkante performence	Positive
3521	 first adam jon trialer pole ndaynu .but bgm kidu	Mixed_feelings
3522	 Ithiri late aayalum prithviraj koodi venamayirunnu	Mixed_feelings
3523	 Gimitt fans like adi guhan... Fans karayu... Gee gee	unknown_state
3524	 Nalla padam..... Ini trailer eppozha vara??? 🤔🤔Kathayum manassilayi Mammukayude entriyum kandu	unknown_state
3525	 Trailer 2 il kooduthal tavan kandavar like adichea	unknown_state
3526	 Bgm + ettan + dialogues + fight  = romanijification	Positive
3527	 Youtube hang ayo views update akunilallo	unknown_state
3528	 Pullu	unknown_state
3529	 Thala Ajith Kumar viswasam  Intro	unknown_state
3530	 E padam polikkum annu thonunnavar like adikku	unknown_state
3531	 Vamban hope chaidu vannadellam potti polijatte olle	Negative
3532	 Aaa motta thalayanta aduth nikkunnath Rajuettan alla🤔	unknown_state
3533	 Lalettan fan but aa lastle chadeet oru pedayille polichuuu	Positive
3534	 Trailer undakiyarithi valare mosham ann. Ith kanumbol enik oru feelum vannilla.	Negative
3535	 Onnil kuduthal tavane kandvar arokke und	unknown_state
3536	 Ee thadiyanano nammale kunjali marakkar aayi abinayikkunnath ??? Prithviraj or Mammootty cheyyanda role aanu	Negative
3537	 Ettante records pottikkan ettan mathrame ollu inn malayala chinimayil	Positive
3538	 Dislike adichitt karyamilla makkale ith alu vereya	Positive
3539	 Freezerinullil 5 minutolam ninnal polum maravippanu. Oru Mc donald's crew.	unknown_state
3540	 ethu type roleum ettante kayil safe aanu... sambhavam kidukum... fans show bookedettan uyir..	Positive
3541	 Wow ikkaa mass  bgm pwoliii   katta Waitinggg #Abraham	Positive
3542	 Swargatthil ninnu purathaakkappetta daivatthinte swantham maalakha polichuuuuuuu LUCIFER waitingggggg...........	Positive
3543	 Nte ponnu rakshyillaa	Positive
3544	 Like ethrayayee enu nokan  vanavark special like adikanula stalam...	unknown_state
3545	 Ayye preteekshicha atonuletta trailer.. Valya tarakedila	Mixed_feelings
3546	 Aye kuura trailer oola padam chali mohanlal*************	Negative
3547	 Mammookkaa polichuuu hvy trailer katta waiting	Positive
3548	 Malayalam cinema innevare vannathil vachu ettavum mighacha trailer	Positive
3549	 Superb trailer from lalettan fan ....ikka polichu	Positive
3550	 Raja de randam varavini kodi kayaran ini kurach manikoorukal mathram.....idikatta waiting	Positive
3551	 Enne pole ee trailer slow modil ittu kanda vere aarelum undo	unknown_state
3552	 Ethu santhathikal vannalum. Pulimurugante thattu thanu  thanne irikkum	Mixed_feelings
3553	 Enntta surajetta Super oru rakshaum ella	Positive
3554	 Oru mass heeroye kitti mone kitti	Positive
3555	 puli murugante  set. eppozhum  lalettan  chunke  deeee	unknown_state
3556	 Neerali lifetime views...  800K V 29K likes 1.9 K cmnts	unknown_state
3557	 Trailer pole naalla story undayal mathiyarinu	Positive
3558	 Rajaa Pokkiri Raja... Adar meesha Raja Makkalukku raja...Sen Tamilum pesuvaru... Angalayum pesuvaru malayala thaymozhi than bellari Raja	unknown_state
3559	 Adutha 100 cr ennurapullavar adik mone like	unknown_state
3560	 Ethonnum mohanlalnu cherilla	Negative
3561	 Ennum  vannu 5 pravsyam kanuvar ivde vaaa	unknown_state
3562	 Mammukka ishttam  padam pwlikkane .....!!!! Bzlee nammude mammukka pwlichu daa	Positive
3563	 Dislike adicha Lalettan hatersnulla adi avate ningalude likes...  Trailer vere level... Murali Gopi Mass.. Like Prithviraj too..	Negative
3564	 Ente ponno lalettan oru rekshaum illa  ഇടിക്കട്ട waiting	Positive
3565	 Star cast ile N F Varghese sir inne undayirunangile lalettanta kudey poliche adukiyene lucifer movieyile	Positive
3566	 I love Lalettan and prithviraj...prithviraj always admired him.. Ithu polikkum.. Alla pinna...	Positive
3567	 Views ethraaayi enn nokkan veendum veendum kaanunnavar like adikkeda	unknown_state
3568	 3ble bullseye kodukk ... 10k piller und	unknown_state
3569	 Lallettaaaa pwlichu maranna massss triller .you are the only king in mollywood  Triller ishttapettavar like aaddikkaddaaa	Positive
3570	 Lalettan oru vigaram mathram alla nammude ahangaram aanu....	Positive
3571	 Ithinekkal valiya romanjifickation trilor aaaayirunnu villan ...ennitto padam 8L pottii idum anginethanneyaavum ....laletta ingalu maaarikkoluuu pillleru kalikkette	Negative
3572	 ettante filim pole ikkayude filimum super hit akanam enne agrahikkunnavar like adi	unknown_state
3573	 24 k naarikkal eee cinema dislike ittu avanmaarku thallu kodukkuvan agraham ullavar like addi	Negative
3574	 Sathyathil abhinandanagal ariyikkendathu Prithvirajinanu. Thakarthu kalanjallo muthu	Positive
3575	 Itthu Pokkiri Rajaude athava Pulimurguan ennte 2 aam baagamo.	Mixed_feelings
3576	 Supperb ikka pwolichuu..ikkaa swoth baaki ellaam myr	Positive
3577	 Like ipozhe idaruthu trailer vanna shesham idam ee perunnalu mani sir kondpokim	unknown_state
3578	 Eeee paheyente sthaneth..Mohanlal annn 70am vayesill Eee padem cheythirinnenkill....edukam..pallikatilekh. Lal ettane..allenkil dehippikam..	Negative
3579	 Ullath parayallooo sidhiq ozhich bhaakki elllaaam chali actorors.... Enthaaavumooo enthoooo.... Comment nookiii... fayankaram ennu parayaan eee trailoril onnum illlaa...	Negative
3580	 Traileril PrithwiRaj ne kandavar aarokke?	unknown_state
3581	 Surajettanum subin ikkayum polichu  sesham screenil	Positive
3582	 Nostalgia valiyoru marketing product aanu	unknown_state
3583	 Telugu trailor kandit ithu kandavar aarelumundo.. ?	unknown_state
3584	 Ariyaalo she is vare lavl  katta waiting ikkka	unknown_state
3585	 Idikkatta waiting... Othiri thanks prithvirajinu...njangalde ettane	Positive
3586	 Dislike adicha pannikale Theater il kanada	Negative
3587	 Enik pulimurgante scnd part ayita thoniye	Mixed_feelings
3588	 Muriyandikal pannikuutatam pole thurimezhukuvansllooscenes are rememmbering pulimurugan	Negative
3589	 Ho my god... Soooooooooooooooooooooooooooooooper... Dislike adicha pottimaanikal chankupottychaakum	Positive
3590	 6.7k dislikes adichaa ooolanmarellam angott maaarininnnu mongikko	Negative
3591	 Mammokayude unda varunnu an kaliyakiyavar kedo.....unda verum undayala thokkil vediunda yamanasilaya  mammookaye kaliyakunnavare	Negative
3592	 Ee Saturday Padam  Kodi.  10 days = 100 crore	unknown_state
3593	 Poli oru rakshayum illa pakka hvy  Ithu blockbuster adikum ikka marana mass aane	Positive
3594	 Adipoli.... Morning 180k likes ondarnath ipol 120k ollalo.... Entha ikkafanse ithu???!!!	unknown_state
3595	 Ammo Porichu.... Ithu kidilan	Positive
3596	 A10 nte oru marana mass guest role aarokke kandu	unknown_state
3597	 Lallikkka polich eee...kanditum kandittum kodhitheerunnnillla...ante vismayameeee	Positive
3598	 Tovino kku Rahul Gandhi ayitt similarity thonniyo...	unknown_state
3599	 Ouru Lúcifer erangi athe polle thanne enni kore padomm erakuum myrreeee	Negative
3600	 cattepoya ninde chettan cheguttan lasaralla lusifarmatan vannalum raja cup konde poku	unknown_state
3601	 ayyoo mohanlal sangiallleeeee... poyi chawada kalla cummi a	Negative
3602	 Unniyettan first ..jayettan fans like podu!	unknown_state
3603	 Virus trailer kande evide vannavare undo	unknown_state
3604	 Arekilum sradicho trailer Erangia divasam 184 Likes undairunnu.pakshe Eppo Engane kuranju🤔.	unknown_state
3605	 Hammme poli lastathe aa scene kidu... Frames	Positive
3606	 Ettan fans Ethra per ee padam kanan pokum Ettan ishttam	Positive
3607	 Naaanavum maanavum undoda ooolakale trailer verunathinte munb Thane degrade cheyaaan.	Negative
3608	 Apo athum potti .. aaaa pratheekshayum poyi	Negative
3609	 Uff ijjadi item romanjam ikka fans like adich polikk	Positive
3610	 Average padam....2nd half thalli neekkan petta paadu	unknown_state
3611	 Mamookade kore naalathe flopkalk shesham oru predeeksha ulla chithram  Ith pwolikkum #haneesadeni	Positive
3612	 Ethu njan etho English cinemayil kanditundu.... Peru ormayilla.	unknown_state
3613	 Ertti madhuram on ikku's bday..god bless ma ikkuhappywala bday ikku	Positive
3614	 Dislike koranjallo...athum njgal mammooka fansinte auto disliker aanennu para..	unknown_state
3615	 Njan oru lalattan fan anagilum...... raja maaass akum..... urappppuuu.....	Positive
3616	 Christianikal kidayil oru peru L U C I F E R	unknown_state
3617	 Katha manasilay Tv il varambam kanam	Negative
3618	 ithaanu A10...hatersinte vaayil adichu kayatiya adaar item...Lusifer	Positive
3619	 Chechi kaanaan Vendi maatram keriyavar... Lyk adichit pokaan marakkalle.... Chechi ishtam	Positive
3620	 Romanjam ikka predhikshichadh pazham kanjiya but kittiyadh biriyani powli...	Positive
3621	 E padam pottan chance undu....TIYAAN movie orma varunnu...murali gopi alle script....kandariyam	Mixed_feelings
3622	 Anna Ben Performance Vera Level	Positive
3623	 Katta waiting  Perunnal pole aaai ee divsam  Ikka minnichekkene	Positive
3624	 Enn a polle ethraper  prarthikunnu ettante jodi  manju avalle enn	Mixed_feelings
3625	 Sound  modulation  Indian cinimayil mammookka athu kayinje vere aarum varathullu..	Positive
3626	 Ufffff..ejaadhiii..lalettann rdjile edjelum oruu svene e jenmam vheyaan patilaa..trailer kandd karayunundaabumm ettan and ettan fanss	Negative
3627	 Ee onam njan ingu edukkuva.... #Lalettan	Positive
3628	 Kavya film company perinu Oru gummilla...	Negative
3629	 6.8M kazhinjal record views aanttaaa	unknown_state
3630	 Padam kand kilipoyitt ivede vannavar undo...      What a movie....	Positive
3631	 Ithu dislike adicha pookavadi makkalodu onne parayan ullu	Negative
3632	 Adipoli set move ayirikum .....a10 thagarkum	Positive
3633	 Njan oru ikka fan alla  Pakshe ente romam vare ezhunnett ninnu apaaram	Positive
3634	 Dislike adich kali makkale.....  Athre ninneyekkekond pattu....	Negative
3635	 Mammookka look and diolouge uff... Oru rakshayum illa	Positive
3636	 ente ponnu....endb item aaan...he he ....ikkka...romanjjjjjjj	Positive
3637	 AKSHAY P R  bhavi #nadan nammada #chunck 0:21	unknown_state
3638	 1:39 .... bhaaki ullarakh ath punch...njangal wwe fansin ath superman punch!!!	Positive
3639	 Theatre baaki undayal mathiyarunu...ente laletaaaaa....ingal vere level aanu man	Positive
3640	 Mammokkade pillerk vendiyulla like button	unknown_state
3641	 Ikkaye kanan vendi mathram trailer kandu..	unknown_state
3642	 Ente mammooka ninghale mass alla  Marana massum alla  Pakshe ninghal kolamass aanu ikka	Positive
3643	 Ennikill Oru 10 like ikkaye istamulvar please	unknown_state
3644	 Vyshakinte pagill ettal egane ya views thonne kittuka valiya chanalil alle edendathu luciferne pole	Negative
3645	 Govt school pillar ku like adikkan ulla place	unknown_state
3646	 Padam verum oru below average Lucifer like oombiya Padam aakum enn orappullavr c'man!!!!	Negative
3647	 Dileepettaaa...last dialogue Karayippichallo... .5 second  Lalettan kazhinja dileepettan aanh full senti	Positive
3648	 KATTA WAITING...   LIKE CHEYYYYY	Positive
3649	 Njan matramanoo trailer il prithviraj ne kandanthu. . . .  Kandavar like adiche..	unknown_state
3650	 Camera work kolam Bgm set onum athra pora	Mixed_feelings
3651	 Ithrem dislike adichavar malayalikal aagan vazhiyilla	Negative
3652	 Ith nice aakum..  sure aanu	Positive
3653	 Ethu polikkum makalle. Our king is back	Positive
3654	 Evde Asif Ali Evde... Kandavar indo?	unknown_state
3655	 5 minit koodumbo views koodunnundonn nokunnath Nan maathramano	unknown_state
3656	 Padam moonjiyathinu shesham ethra peru vannu?	unknown_state
3657	 Mammookka fans TVM undengil Like adi.	unknown_state
3658	 Laletta Ie thanne njangake vendiyirunnathe nigale egane kannane njangake ishtam	Positive
3659	 Eppola video song erangunnathu katta waitingaanu	unknown_state
3660	 Angane 70 vayassulla vridhan schoolil ethiyo?	Negative
3661	 Ithil mammukka guest roll aanenn ethre perkk ariyaam	unknown_state
3662	 Enta mone ikka vere level   Lalettan fansinte abhivadyangal	Positive
3663	 Awesome  . lalettan mind blowing Raju kidu snap	Positive
3664	 L 2 LOADING KATTA WAITING LALETTA	Positive
3665	 Sunny chechiye kanan Vannavarkke like adikanulla cmnt	Positive
3666	 Theaterukal origiko June 16 house full perumazayayirikum	Positive
3667	 🤣🤣🤣🤣🤣🤣 tovinok  nadakkoola  eee pani   police pani  cherunnilla soundum dressing onnum	Negative
3668	 Ikka hvy  vere lvl trailer	Positive
