	No.	Sentence	label1	label2
2247	2685	Hmmmm.....tum hare liya agyei hu...Salman :*:*	1	1
388	556	Modi ji .....ye galat baat hai jo aapn 3 crore ka stage lagwa raha han ..... please think about it	2	2
3343	4264	Salman bhai kiyu aap sab se banga le rahe ho aap aap ke kam me jan do pilz	1	1
1358	1721	Kitne roze hue salman bhai	1	1
1852	2279	bhai apko jumma mubarak or mai phele nahi jata apki movie dekhne ab jaunga kyuki ap fb pr bate karoge humse	1	1
3620	4589	Mast hai bhai	2	2
515	696	Lv u bhai I cnt wait fst dy fst shw bhaiiiiiii	2	2
995	1272	Nahi to ye mat soch ke tu fanna nahi hoga ye khyal tera jhutha h	0	0
2201	2636	bhai in sb ko mirchi wali samose khilao bahut chilla rhe h	1	1
2088	2520	kaha hooo vai? ajao or intezar nehi hota	1	1
1506	1914	Koi batao salman se kaha bat hogi please	1	1
3030	3929	intzaar mat karao aa b jao ya fir bol do ki kal baat karenge	2	2
1679	2098	Salman bhaijaan. .Mere bade bhai..mujhe aapse Accha Koi nhi lagta. ..m Aapko apna bada bhai maanta hu...	2	2
635	825	Masti he mohl me chahi khumari he saarey thak ke beth gye per apni party jaari he @@FEELING HAPPY WITH THE SALMAAN@@ COMING SOON BAJRANGI BHAIJAN ON THIS @EID@@	2	2
3302	4223	Bhai ki jai ho	1	1
521	702	harami sala salman...	0	0
3206	4124	ye page fake nai hai bas es mein fake loug salman khan ban kar aa jate hai per ye page million corore sahi hai salman sir ki he id hai ye	1	1
3037	3936	Hamare des ki saan hamare dil ki arman ham sab ki jaan hi hamare salman bhai jaan	2	2
2435	2892	Hello sir ji salmaan ji itna late kyu ho rha hai plz jaldi reply kro plz i m waiting for ur response	1	1
626	816	hy sir me apka bahut bada fen hoo	2	2
3200	4118	Ye fake id h salman sir ki kyuki esa ho nhi skta ki salman sir ko sat shree akal likhna aata :-)	0	0
2809	3611	Bhaijaan abhi tho 5 baje h Aap jab free ho tab aa jana m tho puri rat Intzar Kar sakta hu... iam big fan	2	2
2827	3634	Bhai Asr ki namaz baad aayenge kya ???	2	2
3628	4597	Salman yaha aur bi bahot se bandar hai par mai sirf tum se pyar karti hu please reply me	2	2
2168	2601	1 rply sir plzz	1	1
378	545	Aapki skill scheme bhut achi helog kam krna sikhenge to km se km berojgar to ni rhenge....Thanks to pm for it	2	2
1580	1990	bhai 3.30 baj gaye hain...	1	1
2360	2807	kaha ho...ji salman ab to kuch bolo na	1	1
2034	2466	slman plzz m apse milna chahti hu....apko ek bar dekhna chahti hu..m apki bot bdi fan hu dil se...reaallyy i like u..i like ur natur..	1	1
3237	4155	Salman bhai jai ho	2	2
2818	3622	Salllluuuu i love u....plzzzz ek bar apne apse milne do...plzzzzzz	2	2
1859	2286	Allah aapko khush rakhe or aap yun hi Blockbuster Films dete rahen or logo ko Entertain krte rahen Ham sab ki naik khwaishat or duaen aapke saaath hain...	2	2
323	477	sir desh wasiyo ke liye kuch karne ka irada h ya phir is air india me hi gumte rahoge	0	0
2089	2521	4 baj gaye lekin party abhi baki h...	1	1
2022	2454	Are kaise pata chalega ke online ho	1	1
2434	2891	bhai apka ghadi slow hai kya	1	1
152	211	Mast lag rhe ho modi sab	2	2
163	227	Jai hind modi ji	2	2
3434	4356	Salman gadi aaram se chlana ab wrna jai..l	1	1
2554	3029	Susila maa g ko sat sat naman jo aap jaisa superstar india mai hua. ...salute susila maa. ..	1	1
379	546	Modi j jitna aap ki yojna greatest hai hum aap k sath hai sir j	2	2
3574	4510	Keya sach me salman khan ho mujhe jawab dijiye	1	1
1407	1787	mast hai vai	2	2
2485	2944	Hii bhaii.. Aap kese ho..?? Agar aap.mera cmmnt padh rhe ho toh plz ek reply kar dena	1	1
1060	1354	tumne muje msg kya tha plz batao please	1	1
2258	2698	kaha ho bhaijaan...???	1	1
2430	2886	Sallu bhaai i am w8 4r bajrangi bhaijaan..	1	1
2118	2551	bhai kha ho?	1	1
1928	2356	aapko late aane ki aadat hai me janta hun... 4baje bhi sayad start nahi hoga...	1	1
2199	2634	Bhai aa jaao ab intejaar nhi hot	1	1
1299	1656	salman bhai, meri ek frnd hai..........she....lives......in......sirsi.....n .....aaki.....bauhat.....badi.....fan.....hai.....i.....dont.....know.....uske.....number....pe......wo....reply.....nhi.....kar.....rhi......n......wo......mujhe......seriously..... lyk.....karti.....hai......n.....main....bhi....agar.....mera.....ye.....comment.....aap....tak....pauhache.....den.....sirf...aap....hi...agar.....fb.....pe....usko....bol.....de.....help...me....i....don't..... know.....main.....jo.....likh.....raha.....hu....wo...sahi....hai.....ya....galat.....but....bhagwaan...kasam.....dil....se.....n....honestly.....likh.....raha.....hu.....agar....aap....meri.....help....kar....de....den....aap....jo....bologe.....wo....main....krunga.....pls....pls......plss......Sry..bhai....aap soch rhe hoge ki aap mujhe trust kyu kare den pls mera contact	1	1
120	167	ghum le puri Dunia chutia bana raha pure india ko kutta sala	0	0
272	398	Bapu g nirdhos h auko jaldi bahar lao	2	2
1882	2309	kaha pe baat kroge Bhai ye toh bata do	1	1
421	595	aaj to bhakt bhaut khush hongey .	1	1
2773	3473	hell0 salman khan...kesy h ap..??	1	1
2632	3145	Aa bhi jaa sanam â€¦â€¦â€¦ U na kr sitm â€¦â€¦â€¦â€¦ love u salmaan â€¦â€¦â€¦â€¦â€¦plzzz jldi aa jaaao â€¦â€¦â€¦â€¦ :*	2	2
3084	3996	Inteha ho gayi intezar ki,Aayi na kuch khabar salman bhai ki...	1	1
3182	4100	Avi ku good night, maja abvi baki hai!!#sunati	1	1
192	267	Yes yes yes	2	2
1286	1638	Salmam khan teri film flop hogi yaad rakh le tu	0	0
2976	3854	Salman bolo tumne mushalmano ko yeh kaha tha ke nai kyun ki me aapko bohut like karti thi agar aap kahonge ke tumne esa kuch nai bola toh hi main manungi please reply jarur karna kasam he aapko	1	1
2821	3628	Bhai waiting eagerly for you...Plsss jaldi aao na, 3.30pm se 4pm aur avi 5pm ho gaya hai.Phn haanth mei lekar, aapkia page mei aapka wait kar rhe hai.	2	2
791	1008	meri baat par kisi bhi hamazade ko koi bhi doubt ho shock se aye mere village	0	0
1261	1609	Sir kisko rply mat dena	1	1
1064	1359	love uuu shallluuuuu	2	2
1130	1447	Jo b ho par main aap se bhuuuuuut pyaar karty ho salman	2	2
1325	1683	Only one hero jo sab ke dil me rahate h wo h salman bhai bajrangi bhaijaan unko dekh kar hi sabki dharkan chalne lagti h i love salman bhai	2	2
263	388	Jabtak surj chand rhega tabtak modi ji sarkar rhega ....jay hind	2	2
15	19	Namaste MAHA MODI ji!!	1	1
3565	4496	Salman bahi super duper hit hai meri dua hai apke sath L0ve u bahi	2	2
1187	1523	Kyu aisa kya salman bhai	1	1
2387	2837	Salu bhai awo na.	1	1
1961	2390	plzz slaman jrur aana onlin or plzz jrur baat krna apne fans se plzzz..plzzzz...	1	1
876	1124	bhaio ye khabar afwah he Muslims ko challenge karne wale	1	1
294	436	Kailash vijaywargiya ko nikaal bahar karenge aap ya apni saari mehnat or haamare bharoshe pe paani phirwaiyega	0	0
952	1223	hindu Muslim ke naam pe paisa kama raha hai salman khan.. shame..	0	0
2574	3064	bhai Mujhe Apna twitter account password de doo pls :p :p :p :p :p :p	1	1
1197	1534	Abe ja be zhandu balm Tere jaison keliye kon waqt nikalega	0	0
232	329	apna pm modi g ka jalwa...	2	2
2400	2851	bhaijaan 4:11 ho gya. kb aaoge aap	1	1
748	948	Salman khan sir suna ha ap PAKISTAN ah rahy ha	1	1
3826	4877	Javab nahi hai	1	1
1201	1539	Heard k Sallu bhai ko musalmaano ki ab koi zarurath nahi rahi iz diz true???	1	1
3456	4379	Bhai tum tention mat lo apke real fans jo pata ye ghatia harqat kisi aur ki hai , we have faith on u bhaiiii...??	2	2
1719	2140	Sallu bhai kisi ko rply nhi krte or humlog bewkufo k jese sallu bhai sallu bhai kiya krte h	0	0
2596	3097	bhai mera rply jarur krna pehle hi bta du ;-) apne khud hi bola hai main sare comment padhta hu ye v pdh lia hoga apne :-D	1	1
3321	4242	Salman bhai bharosa hai aap par..	1	1
2656	3196	Sir  aapk accont se to maajak nahi kar raha	1	1
1800	2225	Baba ham to lagta he bs intzar ki krte reh jayenge	1	1
281	415	Nari samman Desh ka samman,Nariki unnati Desh ki unnat	2	2
88	121	Sir aap to India KO bhul gye or gov k paiso PR holiday PR ghum rhe ho aap India me toh dikhai hi nai dete	0	0
280	413	modiji yehi voh desh hai jo hume aur mazbut banayenge	2	2
1835	2262	Hai bhai jaanapp hi ho humlogo ja bajrangi bhaijaan	1	1
1241	1587	kal kya h.....b'dy gift doge kya mera? <3 :D	1	1
3393	4315	Bhai jaisa ap bolo waisa hoga	1	1
2061	2493	4 baj gaye ana abhi bhi baki h?	1	1
974	1246	Tu dil hai tu jaan hai..mera salman hai	2	2
3425	4347	Salman je plz kbhi to rply kiya kro tbhi pta chal e ga ki aap bhi apne fens se pyar krte ho	1	1
1349	1712	Apne glat kiya humlogo k sath	0	0
645	835	Looking katilana andaaz	2	2
2375	2824	sallluuuuuuuuuuu aa bhi jao :'(	1	1
659	850	Salman always kind heartnt cmpairjo log muslman ,hindu kr rhe hun logo ki nichi soch pe mje gheenn aati h yr	2	2
1721	2143	ok come in....lekin kese salman bhai...majak nhi kar rahe	2	2
1188	1524	bhai jaan nice	2	2
2127	2560	It's 4pm sir	1	1
612	802	Kiya bhai jaan	1	1
1290	1644	ye sab afwa hai bhai aisa na bolo koi	1	1
555	739	apka fan ho bangladesh me plz cal sallu bhai met u +8801719447771 cal bhai	2	2
2101	2533	bhai dhakka na den	1	1
3003	3894	Kuch toh baat hai bande mein... jo itne logon k dil me rehta hai....	1	1
1785	2210	aap ye btaie ki aap lucknow kyu nhi ate hai	1	1
3694	4682	eid mobarak ho bhaijaan aap ko	2	2
2100	2532	Hello salman bhai...	1	1
2603	3105	so gaye kya	1	1
1745	2168	Sir, Middel Class ki iteni postion kaha ki aap ke saath bat kar sake wo..driect... Salman Khan Sir.	1	1
2788	3510	Kya hai yar ye!!	1	1
2668	3237	Meri bhi kr dijiye na plz.......mera bhatije ko thik kr dijiye ....apko allah ka wasta....	1	1
2682	3264	Tek ha ap is.waqt bht bzi ha	1	1
540	723	pls mane call karo pla pls	1	1
2174	2607	bhaijan kahan ho	1	1
606	795	Jane kab Meri neend gai	1	1
2790	3517	nr 1 salman	2	2
916	1179	Kala dajjal hai salman khan	0	0
2984	3865	bai  g  kab  aooo  ge online	2	2
3362	4283	salman khan to ghode bech ke sogaye hoge. aur yahan machi market banare sab . sojao salman ke deewano	1	1
2357	2804	lgta hai bhai ka watch slow hai ;-)	1	1
3311	4232	We trust are bhaijan baki bhot jan may fal gaya hai bhai dua kara gaya in shah allah hoja sab tik bhai	1	1
1525	1935	ji shukriya apne fns s bt krne k liye	1	1
1314	1672	Ek kaam karo baam laga k maalish karo fir ek kapada lo us mai akhe nanamk rakh kar tave p halkaa garam kark back par seikh do inshallah back pain thick hojaeyga	1	1
10	14	:o :o :o	1	1
3356	4277	Salman Bhaijaan ye sab un logoo ki chal hai jo ye chahtai hai ki app ki image ko nukshan ho	1	1
1207	1546	Salman is godfather is bollywood	2	2
302	451	Tan aur Mann desh Kay liye pranam modi ji .	2	2
3723	4723	kucch naya kahaani nahi hai sirf action mai jayda focus kiya hai new action hero ........... superhit because of salman.....	2	2
2154	2587	itz 4.02pm	1	1
2916	3773	Yaar frnds aap sabko such mein lagta hai ye salman bhai ki id hai	1	1
1174	1501	Salman bhai aap ke khilaf kya horaha hai	2	2
3846	4914	aapki pic hit ho ye meri tammnna hai	2	2
1990	2422	Aaj meri admission thi. But bed nahi mila. Isliye admission ho nahi payi. Isliye main yaha chali ayi. :) :) :)	1	1
739	937	Yo yo ka song hona chaiye tha	1	1
161	224	Sir ji aap se bat karna hai hame	1	1
2008	2440	Sir life me ek baar apko milna he aapko milna he	1	1
1746	2169	Bajrangi bhaijaan mein koi aisa scene jo yadgaar ho????	1	1
3634	4605	aap kaese hai aor kaha par hai.	1	1
3016	3909	Salman dear bye aftari kerte ha hum prr melinge...	2	2
2717	3348	bhai aa jao nahi to katrina ko bol dunga;-) ;-) ;-) ;-) ;-)	1	1
496	677	dil kahta h	1	1
3277	4196	Bhai ram ram	1	1
1357	1720	Bhaijaan aap bahot achhe insaan hai jo na samjhe wo nadaan hai aap to bajrangi bhaijaan hai ramjan eid mubark bhaijaan	2	2
405	576	sir hum apka sath hain	2	2
2674	3245	Net pack khatam ho gaya..paytm se recharge karo..	1	1
1794	2219	aap ke whtasup no. de do uspe bat karengai.....	1	1
1376	1743	salman bhai look to mast hai par choor lag rahe ho	1	1
1833	2260	4 pm toh ho gaya abhi taak...........! :(	1	1
18	23	fantabulous... We proud of you Modi Ji...Hamare desh ki tasvir bhi sudharti nazar aa rahi h, sablogon me badlao dikh raha h... India ko apke jaisa hi PM chahiye..Bharat ki kuch zamini samsyaye bhi h jaha dhyan dene ki zarurat h...asha h ki jald hi unme bhi sudhar ayega.	2	2
1561	1971	bhai Eid mubarak advance kOi que. nahi puchne k liye tum jiyO hazarO saal allah bless yOu saal bhar saal	2	2
809	1035	Ek baat btao	1	1
2449	2906	Lub ju bbye	2	2
1761	2185	Hiiii sallu bhai.. .kaise h..bhaijaan...apne to kamal kr diya bollywood industry mei. .	2	2
1670	2086	I luv sallu	2	2
531	712	hello sir aap online ataa ho pata b nai chalta kab ataa ho aur chale jaate ho :(	1	1
2544	3019	salman bhai am ur big fan.... am from paaaakkkiiissstan.... plzzz plzzzzz plzz plzzzz rply me one time..... plzzzzz waiting	1	1
1126	1441	Selfie le beta jb marja0ge jb Qaber m ja0ge tb Allah tje dakhega ghtya h0 tm really	0	0
2228	2664	bhai work hai kya..hume bhi hai thodi der baad but plzz tution jana hai:(	1	1
2321	2765	Aja 've Bhai tera rastâ€¦ udheek de ha?	1	1
236	339	Devlope sirf sahro me hota hai gawo me nahi.	0	0
122	169	Pradhanmantriji Me sapath leta hu ki jis din humare desh ke sare neta subsidy khana band kar dege us din me bhi apne hisse ki subsidy return kar duga.	1	1
3273	4192	love uu salluuu	2	2
1914	2342	Intezar kab tak hum karenge bhla	1	1
990	1267	Ied mubarak ho salmaan g.khuda se dua hai,aapki ye movie bhi badi hit ho,aapki last movis ki tarah.	2	2
1421	1802	3:30 par bat ho gi sab se allah hafiz	1	1
688	880	salman bhai look to bahut achcha hi bhi	2	2
2298	2741	Don't worry bhai aap aaye nhi toh bhi chlega	1	1
1173	1499	awxom actor sallu bro	2	2
1673	2091	Kya baat h bhai	1	1
1717	2138	Adha ghantaa badh gya	1	1
2414	2869	Salman bhai plz mene apna gf ko bola dat u vl Say hello 2 me plz mere ijjat uske sAmne bane rhe uske lye mujhe Hello Ajay bol diye na plzz apka pair parta ha	2	2
1485	1890	Bhai jaan aap 3: 30 par ayenge par ham to subah se baithe hai apke intzar main uska kya bolea.	1	1
3703	4698	bhai'great movie	2	2
3239	4157	shadi kab kar rahy ho ye news chahiye ab toh	1	1
1069	1365	Meri bhai jaan salman khan ilove you	2	2
1900	2328	Bhai jaldi karo na	1	1
3586	4527	salu g plz ek bar bt kr len mjhse EID se pehle hi meri EID h0jaegi plzzz	2	2
723	917	woh ganna sab mere liye banna rahi hai mai suune gi	1	1
474	655	maine bol tum so jao mai subh mangalugi	1	1
55	70	Modi Sab Pranam App bahut Achya kam kar rahe hai is kam me ham sab apke sath hai or meri apse vinti hai ki app apni tabiyat ka khayal rakiye app or app jivo hajharo sal vande matram bharat mata ki jai	2	2
2929	3790	Salman bhai kaha ho ap	1	1
1812	2238	ahhhhhh mujhe milna hai tumse pls sona ek bar mil lete hai na mujhe tumhe aise apne samne dekhna hai tumse bat karna hai :-( :-( :-( :'(	1	1
3742	4747	new opera bhi install kiya tha maine abhi usme open kiya hai	1	1
2620	3133	mey Facebook par...Twitter pe nehi...aooo na..	1	1
135	190	Jiao hind jai bharat	2	2
3861	4944	Kya ap hum se bat karoge	1	1
1521	1931	Mai kaha kho gai itni crowd me	1	1
1825	2251	kya 3:30 bola tha	1	1
3700	4694	I m from nasik bhai... main sirf aur sirf aapko milne mumbai aaya tha...	2	2
622	812	Ek ch bhai salman bhai	2	2
3352	4273	Sala hrami muslmano ka dushman badnam kiya hai Muslman ko kalank hai kabrustan mai tera paisa kaam nahi aayega balki #aamaal aor sabse pahle #imaan #pakka hai ya nahi	0	0
2490	2950	Bhai aap mazak a6a kr lete hai.....Â¡ Â«Â¡?Â¡ Â«Â¡?Â¡ Â«Â¡?Â¡ Â«Â¡?lov u Bhai.....	1	1
2393	2844	Salmannnnn aaa intezaar idhar ? tere liye ?	1	1
1544	1954	Hi salman I wnt ur pic wid ur autograph.am ur big fan.my qustn is aap aisa kya krte h ki apki kbubsirti din b din badhti hi ja rhi h.	2	2
284	418	Dhyaan se sir bike se mt gir jaana hahaha	0	0
502	683	Aap jaisa kimti mind sabke pas hona chiye issse bimari nai banti hai	2	2
732	928	Koi frnshp kre ga?	1	1
2474	2933	Sayad bhai bz Honge is liye ni aaye bhaijaan aayenge jarur ek bar bhaijaan ne commitment kardi to kardi	1	1
1118	1430	hi salman vai eid mubarak	1	1
2722	3354	bhai busy hai?	1	1
598	786	salam vai jan	1	1
61	81	jai hind mera bharat mera hindusthan	2	2
1000	1280	Salman Khan Teri film flop jayegi tu musalman nhi h tu kafir h	0	0
3754	4763	bahut pasand aaya	2	2
2073	2505	ok ab mai ja rhi hu byee....jhuth bolw kauwa kaatw kaale kauwe sw aap dariyo salmaan sir	1	1
12	16	modiji duniya k masiha he...kafi ku6 kiya he or aage bhi karna he....	2	2
1817	2243	jaldi aao na yr salluuuuuuu hum log apka kabse wai wait kr rahe h	1	1
3387	4309	ok koi gal nai ji salman bhai	1	1
268	394	Jitni daulat ye neta log vides ghumne me kharch kar dete agar wo garibo me bat de to kitno ka pet bhar jayega	1	1
2047	2479	Aa gaya bhai	1	1
694	886	Merit Maya ka oppreation hai app ki madaat melaga	2	2
3816	4855	agar kar sakte ho to ye kar ke dikhao	1	1
511	692	Isko itna time knha hoga k aap sab ko comments par nazar daleHa ha ha ha ha ha	2	2
1614	2027	mujhe to pata hi nahi raha bat ho bhi rahi hai sorry jaa rahi hu bye	1	1
1331	1690	yeh dua hai meri ke aap hamesa khus rhe	2	2
48	60	Modi is tarah so dekhne se kuchh nahi hota	0	0
2242	2679	Salman khan meeting me bzy he kal online aaye ge wo	1	1
2636	3153	Salu  phone numbe ka sawal hai baba :P	1	1
2934	3795	sallu yar 6 baj gaye..	2	2
2457	2914	abi bhai ko pir behja ha apko kch snds karna k lia pata nhe apka adress tek nhe pata mja	1	1
1129	1445	Kaise hai bhai aap achha rhiyega to hum v rhenge vRna aap jante hai	1	1
3832	4888	bhaiyo ke bhai	2	2
3807	4834	Hmmmmm vai set kar diye.... bohut achha lag raha hai....	1	1
251	371	Election jantak chunne k hota h ya neta juth bolte h bade2 wade karte h,lakin wahi'ENGRAGI SASAN'Ise badlega kon jise humne chunna h lakin wo badlega to wo satta sukh,bade2 ghotale,janta ka pesa janta k leya kyo pryoge nahi ja raha,	0	0
2423	2878	try kariye ap mese kisi se to bat kar hi lege	1	1
1017	1299	Salman tum baishram ho pahlai Nam ka Matlab janlo pir samjo gai	0	0
1980	2411	Ekbar meri dream koh sach kardona bhaii	1	1
3205	4123	Aap Kisi se bhi baat nahi karte ho	0	0
2415	2870	dhoka de diya bhaijaan....	1	1
162	226	Bharat Nav nirmaan karenge MODI Ji,shaktishaali rastra banaaven MODI Ji	2	2
2212	2647	4:02 IST where r u??? mein yaha tu wahaa...zindegi hai kaha??	1	1
1361	1725	meney suna ap kiynup hohay yes no pls ansr	1	1
2063	2495	4 baj gai leken sallu abhi anna bake hai	1	1
2273	2715	c0mment scroll kar kar ke hairan hogaye hum	1	1
430	606	i love u salman vai.i like i so much.khuda hamesha apki saath rahegi vai..	2	2
1359	1723	salam wah likhum bhaijaan	1	1
3233	4151	as salam walekum salman g apke sab fan ko pata h k aal kavi v kisiko hrt nhi kar sakte ho allah se dua h k apko hr musibat se bachae or buri najar se v	2	2
3709	4704	superstar salman bhai	2	2
1318	1676	Bhaiii apko kisi ki jaan bacha hai siriyasli aap agar ye sms padh le to reply karna	1	1
2150	2583	love u vaijaan, always aapki intezar main rahtahu,,aapki ek zalak or aapki movie ka intajer main rahtahu.........Allah aapko khush rakhe or salamaat rakhe esi dua kartahu.....Ameen	2	2
1263	1611	Kuc nahi parthe hai bhai salam ka zabab bi nahi date hai	1	1
3681	4664	Supar hai boss	2	2
234	332	priya narandra modi pm ji apkaisa ho good night	1	1
3432	4354	Shadi nhi hogi yaar aur kya	1	1
603	792	aap mere liye rkhe na naam2	1	1
1268	1617	ye harami iski kya aukat hai salamn ki mere samne iske pas jitna paisa hai utna to mere kutte ko khana ata hai	0	0
3313	4234	bhaijaan hume aap par pura barosa he....aap aisi baat kavi kaar hi nhi skte....lov u bhaijaan?????????	2	2
543	726	Sir aap mere lye mere roll model h ..mai aaapse hi inspire hokar aaj delhi police mai hu and logo ki help karta hu...kbhi aapse mila to vo mere lye bhagwan se milne k brabar hoga..	2	2
2134	2567	Ek baar mene jo commitment ki to fir me apne aap ki bhi nhi sunta! ;-)	1	1
1917	2345	bhai aap se bat kab hogi	1	1
2394	2845	Aajo ji ab	1	1
1837	2264	sir I love u sir wait Karenge Ganapati baba ki jai bajarangibhai Jan ki jai	2	2
1001	1281	Don't wary always be happy insaallhatala aap ke film sb se jada box office me kamane wale film hoge	2	2
858	1098	Yunki party k liye to hum ready hain par kya karen nahi aa sakte kyonki invitation sirf bhaiyo aur behno k liye hai.........	1	1
